experiment,config_id,map_name,method,pose_id,seed,true_x,true_y,true_theta,estimated_x,estimated_y,estimated_theta,best_fitness,position_error,theta_error,success,scan_error,feature_error,combined_error,scan_contribution,perception_contribution,runtime_seconds,population_size,generations,elite_size,tournament_size,crossover_rate,mutation_rate,sigma_xy,sigma_theta,fov_deg,num_beams,max_range_m,noise_std_m,angular_resolution_deg,perception_weight,final_best_history,final_mean_history,ea_overrides
experiment_4_parameter_tuning,base,medium_room,perception_aware,2,0,5.5,2.0,-0.8,5.498795557627574,2.009363282975689,-0.7942617236996679,0.99991153050825,0.009440431637977434,0.005738276300331968,True,8.13802083333329e-06,0.00027593568236702545,8.847731929344093e-05,5.696614583333302e-06,8.278070471010763e-05,11.820334583011572,100,40,3,3,0.9,0.8,0.35,0.25,360.0,72,8.0,0.0,5.070422535211268,0.3,0.99991153050825,0.9837963679441554,{}
experiment_4_parameter_tuning,base,medium_room,perception_aware,2,1,5.5,2.0,-0.8,5.511622402875596,2.0528408720612883,-0.8025191427635293,0.9994195620732246,0.05410395557443189,0.0025191427635293806,True,8.626302083333301e-05,0.0017346363868230494,0.0005807750306302479,6.03841145833331e-05,0.0005203909160469148,11.723460125009296,100,40,3,3,0.9,0.8,0.35,0.25,360.0,72,8.0,0.0,5.070422535211268,0.3,0.9994195620732246,0.9848401002435816,{}
experiment_4_parameter_tuning,base,medium_room,perception_aware,2,2,5.5,2.0,-0.8,5.501357503059246,1.969291349163153,-0.805860896168369,0.9994815625274995,0.030738641004040005,0.005860896168369045,True,2.0073784722222175e-05,0.0016821824667477097,0.0005187063893298684,1.4051649305555521e-05,0.0005046547400243129,11.992896249998012,100,40,3,3,0.9,0.8,0.35,0.25,360.0,72,8.0,0.0,5.070422535211268,0.3,0.9994815625274995,0.9822879623191558,{}
experiment_4_parameter_tuning,base,medium_room,perception_aware,2,3,5.5,2.0,-0.8,5.505414099322738,2.0023770686226854,-0.8062713641178072,0.999656102845396,0.005912945688353931,0.006271364117806932,True,1.573350694444437e-05,0.0011100066856035307,0.00034401546054217024,1.1013454861111058e-05,0.0003330020056810592,11.666964833988459,100,40,3,3,0.9,0.8,0.35,0.25,360.0,72,8.0,0.0,5.070422535211268,0.3,0.999656102845396,0.9823700104506112,{}
experiment_4_parameter_tuning,base,medium_room,perception_aware,2,4,5.5,2.0,-0.8,3.936124506893994,3.9888975433262863,2.127452353651096,0.9892306866790805,2.5301027638787503,2.9274523536510957,False,0.010560438368055518,0.011647490582131319,0.010886554032278258,0.007392306857638862,0.0034942471746393956,12.385027791999164,100,40,3,3,0.9,0.8,0.35,0.25,360.0,72,8.0,0.0,5.070422535211268,0.3,0.9892306866790805,0.9762611973483972,{}
experiment_4_parameter_tuning,base,medium_room,perception_aware,2,5,5.5,2.0,-0.8,5.494462187392858,2.0355634191764977,-0.8015785499840619,0.9997846808564286,0.0359920012224259,0.0015785499840617057,True,4.286024305555538e-05,0.0006178778191699343,0.00021536551588986907,3.000217013888876e-05,0.0001853633457509803,11.653247708003619,100,40,3,3,0.9,0.8,0.35,0.25,360.0,72,8.0,0.0,5.070422535211268,0.3,0.9997846808564286,0.9832324335090803,{}
experiment_4_parameter_tuning,base,medium_room,perception_aware,2,6,5.5,2.0,-0.8,3.907647768782915,3.997813279649238,2.12656640695165,0.989222348039602,2.5547687818283817,2.9265664069516504,False,0.011169704861111067,0.010254272957259279,0.010895075289955529,0.007818793402777746,0.0030762818871777836,12.616766874998575,100,40,3,3,0.9,0.8,0.35,0.25,360.0,72,8.0,0.0,5.070422535211268,0.3,0.989222348039602,0.9745384516466449,{}
experiment_4_parameter_tuning,base,medium_room,perception_aware,2,7,5.5,2.0,-0.8,5.548113182773658,2.019941632886013,-0.7940381150750612,0.9991887291529038,0.05208211860871223,0.005961884924938765,True,3.038194444444437e-05,0.002635540602507291,0.0008119295418632983,2.1267361111111057e-05,0.0007906621807521873,11.699596749997,100,40,3,3,0.9,0.8,0.35,0.25,360.0,72,8.0,0.0,5.070422535211268,0.3,0.9991887291529038,0.9837723032310955,{}
experiment_4_parameter_tuning,base,medium_room,perception_aware,2,8,5.5,2.0,-0.8,5.501399661571471,1.9845852400878583,-0.8042396492587665,0.9995619224004509,0.015478174170864674,0.004239649258766409,True,9.765624999999993e-06,0.0014381121938052376,0.00043826959564157125,6.835937499999995e-06,0.00043143365814157124,11.677782375001698,100,40,3,3,0.9,0.8,0.35,0.25,360.0,72,8.0,0.0,5.070422535211268,0.3,0.9992788150682124,0.9828532034664049,{}
experiment_4_parameter_tuning,base,medium_room,perception_aware,2,9,5.5,2.0,-0.8,5.457316182411358,2.012304820275314,-0.8052289751476174,0.9994067136419981,0.044422031537833556,0.005228975147617554,True,3.7434895833333195e-05,0.0018914470952510858,0.000593638555658659,2.6204427083333236e-05,0.0005674341285753257,11.93930816599459,100,40,3,3,0.9,0.8,0.35,0.25,360.0,72,8.0,0.0,5.070422535211268,0.3,0.9994067136419981,0.9811799754068398,{}
