map_name,pose_id,x,y,best_theta,min_scan_error
corridor_2,0,0.1462962962962963,0.10925925925925926,0.0,0.03157660590277763
corridor_2,0,0.1462962962962963,0.21851851851851853,0.0,0.02901909722222208
corridor_2,0,0.1462962962962963,0.3277777777777778,-0.2617993877991496,0.03194064670138874
corridor_2,0,0.1462962962962963,0.43703703703703706,-0.2617993877991496,0.031128472222222075
corridor_2,0,0.1462962962962963,0.5462962962962963,-0.2617993877991496,0.0302159288194443
corridor_2,0,0.1462962962962963,0.6555555555555556,-0.2617993877991496,0.03329047309027763
corridor_2,0,0.1462962962962963,0.7648148148148148,-0.2617993877991496,0.03655815972222207
corridor_2,0,0.1462962962962963,0.8740740740740741,-0.5235987755982991,0.03603244357638874
corridor_2,0,0.1462962962962963,0.9833333333333334,-0.2617993877991496,0.036166449652777634
corridor_2,0,0.1462962962962963,1.0925925925925926,0.5235987755982987,0.03796874999999983
corridor_2,0,0.1462962962962963,1.201851851851852,0.5235987755982987,0.0183756510416666
corridor_2,0,0.1462962962962963,1.3111111111111111,0.5235987755982987,0.012661675347222186
corridor_2,0,0.1462962962962963,1.4203703703703705,0.5235987755982987,0.011280924479166636
corridor_2,0,0.1462962962962963,1.5296296296296297,0.5235987755982987,0.009839952256944418
corridor_2,0,0.1462962962962963,1.638888888888889,0.5235987755982987,0.009475368923611087
corridor_2,0,0.1462962962962963,1.7481481481481482,0.5235987755982987,0.00879720052083331
corridor_2,0,0.1462962962962963,1.8574074074074074,0.5235987755982987,0.008466796874999977
corridor_2,0,0.1462962962962963,1.9666666666666668,0.5235987755982987,0.00811197916666664
corridor_2,0,0.1462962962962963,2.075925925925926,0.26179938779914913,0.007529296874999984
corridor_2,0,0.1462962962962963,2.185185185185185,0.26179938779914913,0.008984374999999973
corridor_2,0,0.1462962962962963,2.2944444444444447,0.26179938779914913,0.010010850694444403
corridor_2,0,0.1462962962962963,2.403703703703704,0.26179938779914913,0.018396267361111024
corridor_2,0,0.1462962962962963,2.512962962962963,0.0,0.02080512152777768
corridor_2,0,0.1462962962962963,2.6222222222222222,0.0,0.02023328993055546
corridor_2,0,0.1462962962962963,2.7314814814814814,-0.2617993877991496,0.019829644097222137
corridor_2,0,0.1462962962962963,2.840740740740741,-0.2617993877991496,0.019615885416666576
corridor_2,0,0.1462962962962963,2.95,-0.2617993877991496,0.02041124131944435
corridor_2,0,0.1462962962962963,3.0592592592592593,-0.2617993877991496,0.021979709201388784
corridor_2,0,0.1462962962962963,3.1685185185185185,-0.5235987755982991,0.020389539930555468
corridor_2,0,0.1462962962962963,3.277777777777778,-0.5235987755982991,0.021405707465277684
corridor_2,0,0.1462962962962963,3.3870370370370373,-0.5235987755982991,0.022657335069444343
corridor_2,0,0.1462962962962963,3.4962962962962965,-1.3089969389957472,0.019490017361111053
corridor_2,0,0.1462962962962963,3.6055555555555556,-1.3089969389957472,0.018179796006944384
corridor_2,0,0.1462962962962963,3.714814814814815,-0.7853981633974483,0.01535047743055551
corridor_2,0,0.1462962962962963,3.8240740740740744,-0.7853981633974483,0.013637152777777738
corridor_2,0,0.1462962962962963,3.9333333333333336,-1.5707963267948966,0.010787217881944438
corridor_2,0,0.1462962962962963,4.042592592592593,-1.5707963267948966,0.010632595486111097
corridor_2,0,0.1462962962962963,4.151851851851852,-1.5707963267948966,0.012576497395833304
corridor_2,0,0.1462962962962963,4.261111111111111,-1.5707963267948966,0.011792534722222196
corridor_2,0,0.1462962962962963,4.37037037037037,-1.5707963267948966,0.01208387586805553
corridor_2,0,0.1462962962962963,4.479629629629629,-1.5707963267948966,0.012330729166666634
corridor_2,0,0.1462962962962963,4.5888888888888895,-1.5707963267948966,0.013833550347222187
corridor_2,0,0.1462962962962963,4.698148148148149,-0.7853981633974483,0.02716200086805548
corridor_2,0,0.1462962962962963,4.807407407407408,-1.0471975511965979,0.03318359374999988
corridor_2,0,0.1462962962962963,4.916666666666667,-0.2617993877991496,0.03268391927083319
corridor_2,0,0.1462962962962963,5.025925925925926,-0.2617993877991496,0.029986436631944297
corridor_2,0,0.1462962962962963,5.135185185185185,-0.2617993877991496,0.02856987847222208
corridor_2,0,0.1462962962962963,5.2444444444444445,-0.2617993877991496,0.026749131944444313
corridor_2,0,0.1462962962962963,5.353703703703704,-0.2617993877991496,0.027410481770833203
corridor_2,0,0.1462962962962963,5.462962962962963,-1.0471975511965979,0.02857801649305542
corridor_2,0,0.1462962962962963,5.572222222222223,-1.0471975511965979,0.02698947482638875
corridor_2,0,0.1462962962962963,5.681481481481482,-1.0471975511965979,0.029005533854166512
corridor_2,0,0.1462962962962963,5.790740740740741,-1.3089969389957472,0.029763997395833186
corridor_2,0,0.2925925925925926,0.10925925925925926,0.0,0.02982421874999986
corridor_2,0,0.2925925925925926,0.21851851851851853,0.0,0.027635633680555424
corridor_2,0,0.2925925925925926,0.3277777777777778,-0.2617993877991496,0.02715060763888876
corridor_2,0,0.2925925925925926,0.43703703703703706,-0.2617993877991496,0.026435546874999872
corridor_2,0,0.2925925925925926,0.5462962962962963,-0.2617993877991496,0.028615451388888755
corridor_2,0,0.2925925925925926,0.6555555555555556,-0.2617993877991496,0.02905490451388875
corridor_2,0,0.2925925925925926,0.7648148148148148,-1.0471975511965979,0.02936740451388875
corridor_2,0,0.2925925925925926,0.8740740740740741,-1.0471975511965979,0.030341796874999858
corridor_2,0,0.2925925925925926,0.9833333333333334,-1.0471975511965979,0.03334201388888873
corridor_2,0,0.2925925925925926,1.0925925925925926,-1.0471975511965979,0.037811957465277615
corridor_2,0,0.2925925925925926,1.201851851851852,0.7853981633974478,0.017234157986111068
corridor_2,0,0.2925925925925926,1.3111111111111111,0.5235987755982987,0.011336805555555524
corridor_2,0,0.2925925925925926,1.4203703703703705,0.5235987755982987,0.010328233506944414
corridor_2,0,0.2925925925925926,1.5296296296296297,0.5235987755982987,0.008889973958333306
corridor_2,0,0.2925925925925926,1.638888888888889,0.5235987755982987,0.007479926215277755
corridor_2,0,0.2925925925925926,1.7481481481481482,0.5235987755982987,0.00711697048611109
corridor_2,0,0.2925925925925926,1.8574074074074074,0.5235987755982987,0.006546223958333315
corridor_2,0,0.2925925925925926,1.9666666666666668,0.5235987755982987,0.0065874565972222025
corridor_2,0,0.2925925925925926,2.075925925925926,0.5235987755982987,0.0060617404513888685
corridor_2,0,0.2925925925925926,2.185185185185185,0.26179938779914913,0.01080729166666663
corridor_2,0,0.2925925925925926,2.2944444444444447,0.26179938779914913,0.01232367621527773
corridor_2,0,0.2925925925925926,2.403703703703704,0.0,0.016778428819444382
corridor_2,0,0.2925925925925926,2.512962962962963,0.0,0.020643988715277686
corridor_2,0,0.2925925925925926,2.6222222222222222,0.0,0.019290364583333244
corridor_2,0,0.2925925925925926,2.7314814814814814,-0.2617993877991496,0.02074815538194436
corridor_2,0,0.2925925925925926,2.840740740740741,-0.2617993877991496,0.01947862413194436
corridor_2,0,0.2925925925925926,2.95,-0.2617993877991496,0.020196397569444358
corridor_2,0,0.2925925925925926,3.0592592592592593,-0.2617993877991496,0.02182183159722213
corridor_2,0,0.2925925925925926,3.1685185185185185,-0.5235987755982991,0.02134331597222213
corridor_2,0,0.2925925925925926,3.277777777777778,-0.5235987755982991,0.021788736979166574
corridor_2,0,0.2925925925925926,3.3870370370370373,-0.5235987755982991,0.022025282118055458
corridor_2,0,0.2925925925925926,3.4962962962962965,-1.3089969389957472,0.018522677951388827
corridor_2,0,0.2925925925925926,3.6055555555555556,-1.3089969389957472,0.017396375868055494
corridor_2,0,0.2925925925925926,3.714814814814815,-0.7853981633974483,0.015255533854166614
corridor_2,0,0.2925925925925926,3.8240740740740744,-1.3089969389957472,0.01590928819444439
corridor_2,0,0.2925925925925926,3.9333333333333336,-1.5707963267948966,0.009539930555555541
corridor_2,0,0.2925925925925926,4.042592592592593,-1.5707963267948966,0.011118706597222193
corridor_2,0,0.2925925925925926,4.151851851851852,-1.5707963267948966,0.010401475694444414
corridor_2,0,0.2925925925925926,4.261111111111111,-1.5707963267948966,0.01003472222222219
corridor_2,0,0.2925925925925926,4.37037037037037,-1.8325957145940461,0.008046874999999993
corridor_2,0,0.2925925925925926,4.479629629629629,-1.8325957145940461,0.00849066840277777
corridor_2,0,0.2925925925925926,4.5888888888888895,-1.8325957145940461,0.00957465277777776
corridor_2,0,0.2925925925925926,4.698148148148149,-1.8325957145940461,0.015942382812499968
corridor_2,0,0.2925925925925926,4.807407407407408,0.0,0.030944552951388746
corridor_2,0,0.2925925925925926,4.916666666666667,-0.2617993877991496,0.026499565972222104
corridor_2,0,0.2925925925925926,5.025925925925926,-0.2617993877991496,0.026392144097222094
corridor_2,0,0.2925925925925926,5.135185185185185,-0.2617993877991496,0.02589518229166654
corridor_2,0,0.2925925925925926,5.2444444444444445,-0.2617993877991496,0.026097005208333204
corridor_2,0,0.2925925925925926,5.353703703703704,-0.2617993877991496,0.025582139756944323
corridor_2,0,0.2925925925925926,5.462962962962963,-1.0471975511965979,0.025227322048610987
corridor_2,0,0.2925925925925926,5.572222222222223,-1.0471975511965979,0.024389648437499873
corridor_2,0,0.2925925925925926,5.681481481481482,-1.0471975511965979,0.025863715277777637
corridor_2,0,0.2925925925925926,5.790740740740741,-1.3089969389957472,0.026659071180555424
corridor_2,0,0.43888888888888894,0.10925925925925926,0.0,0.025117187499999877
corridor_2,0,0.43888888888888894,0.21851851851851853,-0.2617993877991496,0.023180338541666564
corridor_2,0,0.43888888888888894,0.3277777777777778,-0.2617993877991496,0.022908528645833225
corridor_2,0,0.43888888888888894,0.43703703703703706,-0.2617993877991496,0.022055121527777673
corridor_2,0,0.43888888888888894,0.5462962962962963,-0.2617993877991496,0.021599392361111008
corridor_2,0,0.43888888888888894,0.6555555555555556,-0.2617993877991496,0.02246365017361101
corridor_2,0,0.43888888888888894,0.7648148148148148,-1.0471975511965979,0.02497124565972211
corridor_2,0,0.43888888888888894,0.8740740740740741,-1.0471975511965979,0.02386610243055544
corridor_2,0,0.43888888888888894,0.9833333333333334,-1.0471975511965979,0.024508463541666543
corridor_2,0,0.43888888888888894,1.0925925925925926,-1.3089969389957472,0.026402452256944327
corridor_2,0,0.43888888888888894,1.201851851851852,1.3089969389957465,0.018601888020833304
corridor_2,0,0.43888888888888894,1.3111111111111111,1.0471975511965974,0.011316731770833309
corridor_2,0,0.43888888888888894,1.4203703703703705,1.0471975511965974,0.008477647569444422
corridor_2,0,0.43888888888888894,1.5296296296296297,0.7853981633974478,0.007544487847222198
corridor_2,0,0.43888888888888894,1.638888888888889,0.7853981633974478,0.00708821614583331
corridor_2,0,0.43888888888888894,1.7481481481481482,0.7853981633974478,0.007078993055555535
