map_name,pose_id,method,n_runs,success_rate,mean_position_error,std_position_error,median_position_error,mean_theta_error,std_theta_error,median_theta_error,mean_best_fitness,std_best_fitness,mean_runtime_seconds
simple_room,0,scan_only,5,0.2,5.735212123235153,2.8431916107415365,7.134150777131995,2.506344489500691,1.250104424289269,3.130013820082673,0.9983512996767034,0.0005384448442526829,12.90535729979165
simple_room,1,scan_only,5,1.0,0.017496472586098485,0.015279904644473248,0.013195135638374286,0.008186799916525623,0.009646972247291549,0.004062796211989017,0.999510970782889,0.00041757140643385634,17.00988304200582
simple_room,2,scan_only,5,1.0,0.03195512222312701,0.02048155291624876,0.029835555798360617,0.007103751276400949,0.006071904348278255,0.005786288612672941,0.9994187995532542,0.00039409090456697746,16.83630376663059
simple_room,3,scan_only,5,0.6,2.0930731521542167,2.509364487976084,0.07326632824816992,1.2544787532030774,1.531556026892377,0.005149057779704869,0.9965829555635842,0.0031739642548060587,17.733376116957515
simple_room,4,scan_only,5,0.6,2.4969617910340367,3.0084473061847357,0.07875576395372604,1.2590281688788119,1.5242783777117783,0.03802967746566921,0.9989143288558943,0.0007349226374418997,12.565303841605783
simple_room,0,perception_aware,5,0.2,5.746549520151044,2.8689005829208907,7.171854414605098,2.4941053578048757,1.2451793893440102,3.114869183423002,0.998457512266574,0.0007887768638307483,12.839573316648602
simple_room,1,perception_aware,5,1.0,0.026855721795090458,0.01956393313734929,0.029843827247319012,0.006939076367069053,0.00323612516906292,0.008670468710382906,0.999751172369655,0.0002577117567103103,16.64735630019568
simple_room,2,perception_aware,5,1.0,0.022274968473628497,0.022886578807043194,0.010268271033934939,0.004511381246686241,0.002789090639388774,0.003446304432126013,0.9995303196960039,0.00035816855247752794,17.06124160834588
simple_room,3,perception_aware,5,0.6,2.0159006526967995,2.3986905922831756,0.10255150160129077,1.2607079348276125,1.5265784479671203,0.025127284326064814,0.9978476946020469,0.0023825259113758462,17.608901916630565
simple_room,4,perception_aware,5,0.8,1.2625907266121827,2.444682926172848,0.048386625010810626,0.6330624211475109,1.241624245968163,0.016734341445311607,0.9993912239306392,0.00053873786744575,12.462778791971505
easy_room,0,scan_only,5,0.4,3.7565217403470506,3.202920496797587,4.455675911464801,1.6048306739346092,1.3933866131850117,1.7865559288007293,0.9949113344805902,0.004661542739985283,12.370761708216742
easy_room,1,scan_only,5,0.0,3.175110769541992,1.321695229435775,4.202858148098832,3.03935657723673,0.0697049614944174,2.9887946359319355,0.993194811500478,0.0017052374176246888,12.074309524940327
easy_room,2,scan_only,5,1.0,0.023004224546537395,0.016677995311016394,0.016363289342431763,0.007200947321989304,0.005949264712147311,0.007465025675494452,0.9996015012608789,0.00032423145578418125,11.73062327504158
easy_room,3,scan_only,5,1.0,0.052390060111451905,0.026859147590475096,0.04468075203973446,0.01234748508230874,0.0072625894367427495,0.012384472204853836,0.9994780993650914,0.0002869724810952461,12.902773999981582
easy_room,4,scan_only,5,1.0,0.059455868233721065,0.023944149049612534,0.050487568393568626,0.0034522560101873266,0.0024488614809779746,0.0024728458646592344,0.9994012228319693,0.00039518788978388597,12.91989793353714
easy_room,0,perception_aware,5,0.6,2.9192455449141965,3.514419967455132,0.06981404308452659,1.2589088267565924,1.5183022694466237,0.025733119620626965,0.9975105084952368,0.002580274754383404,12.918807200249285
easy_room,1,perception_aware,5,0.4,2.5788068176512127,2.08780542839068,4.26918173030804,1.7741847312527015,1.4455053210687563,2.9508116078848303,0.9975801982182076,0.0019009211106659353,12.539105950063094
easy_room,2,perception_aware,5,0.8,0.5130529897780135,0.9737549832531893,0.02035610113790857,0.6397127232989712,1.2478873576480827,0.01894882642090634,0.9982185290935638,0.003363686712258064,11.565808491781354
easy_room,3,perception_aware,5,0.8,1.0788049446232344,2.0947215483284984,0.03555056956950122,0.6291577691240113,1.2458893164648495,0.005508587499321926,0.9986394266826384,0.0023597571445661313,13.25477040023543
easy_room,4,perception_aware,5,1.0,0.06693825475156165,0.031221899476411377,0.05257159433864237,0.01941117848608247,0.006799066582974259,0.02127772803504424,0.9996775094787541,0.00016860676473325382,11.361159958364443
medium_room,0,scan_only,5,0.2,3.0149413627925066,1.4697468813271963,3.7130912204786672,2.321780902206737,1.149646852885882,2.8891484390851634,0.9923019016075475,0.0032829092697849865,11.855018616560846
medium_room,1,scan_only,5,1.0,0.023069393511106095,0.006292129077978639,0.023313575788881977,0.01795261184604966,0.011831923887506429,0.012783737033084108,0.9993933202906815,0.00018095625457103588,8.546274850005284
medium_room,2,scan_only,5,0.6,1.2109830477214403,1.4278971957431499,0.0623319818760085,1.2535831450148023,1.5212200543598564,0.018633817901934968,0.9938383501532752,0.0066071466799903006,12.124715091660619
medium_room,3,scan_only,5,0.8,1.1132047723833969,2.096451640963094,0.033147169475408376,0.5901585125754918,1.1216955647899256,0.042463104633183146,0.9970244212775692,0.003578177695739697,9.83165444182232
medium_room,4,scan_only,5,0.2,3.6892707881695364,1.8641412312175207,4.828897668097368,1.190675075533961,0.601187690711962,1.5508828077790184,0.9921636811074261,0.00403424269847956,10.59384384956211
medium_room,0,perception_aware,5,0.4,2.2853599424150697,1.8434862800127696,3.746580458510833,1.765512730933883,1.438040076690049,2.906581795823378,0.9945909794418413,0.004080615059152733,11.769887425377965
medium_room,1,perception_aware,5,1.0,0.06582097151141082,0.01763647734512709,0.06086504738579255,0.020191654033016704,0.003146570661095461,0.020736362506892814,0.9994920462609871,9.852219127033142e-05,8.507665499811992
medium_room,2,perception_aware,5,0.8,0.5260597475567107,1.0021698351602426,0.030738641004040005,0.5895684066002266,1.1689427450990613,0.005860896168369045,0.9975398889266902,0.004158104246953682,11.913645617058501
medium_room,3,perception_aware,5,0.8,1.0813821101104577,2.1139002137208176,0.019795873585373304,0.5854558943900463,1.1365538789325134,0.012304905892826401,0.9983695336388221,0.0026362196153270506,10.504805266531184
medium_room,4,perception_aware,5,0.2,3.45827013333542,1.7141431455368477,4.457855864822158,0.9951038084758054,0.4561279678144958,1.2041930927127886,0.9905779433387693,0.0022282926381077084,11.920814608410002
complex_room,0,scan_only,5,0.0,5.8521848379011425,0.6086743799661287,6.135494818168846,1.6500202713371492,0.1396775384912057,1.671187863161369,0.9786149028096693,0.005884988692261046,8.550672175269574
complex_room,1,scan_only,5,0.0,2.693381212217725,1.39916573293416,3.7976632780339994,2.937379532757566,0.32413135088306655,3.122897034107075,0.9888747649958465,0.00572189596183244,9.020241858018561
complex_room,2,scan_only,5,0.0,3.2491085571460814,0.43988475292851725,3.442180283284724,1.505541681007547,0.055512681463935225,1.4810490069953308,0.9918868907369184,0.0017341822278579418,8.359996208408848
complex_room,3,scan_only,5,0.4,2.4193075261354435,2.1356423543266296,2.463347515853097,1.2003567185069208,1.0053091557424219,1.7544882805194728,0.9849329875978388,0.012246954494496804,9.109896417055278
complex_room,4,scan_only,5,0.8,0.20255498297001892,0.32706510885372114,0.04444380084445096,0.6221738125084861,1.1884728669427873,0.025996391339104807,0.9978567315635015,0.002635840115118881,8.950971783418208
complex_room,0,perception_aware,5,0.8,1.2992020504776944,2.5488048305117363,0.022820324281734836,0.3007426159853625,0.5908321586058074,0.003501783449636253,0.9983201209078489,0.003079075806872792,9.403378999978305
complex_room,1,perception_aware,5,0.4,1.742168398734639,1.9567442953474434,0.31639758935990814,1.2800375537496307,1.5122045659339869,0.0885140430693423,0.996319893217365,0.0016441596470955606,9.19368331679143
complex_room,2,perception_aware,5,0.2,2.7649830200139704,1.3714980869919464,3.5267937068263184,1.3249832707489482,0.7804463314702105,1.512020888963762,0.9958513715069681,0.0011316284019805322,8.254398916568608
complex_room,3,perception_aware,5,0.6,1.3889381203945441,1.6314769889815646,0.08062137539417419,0.7774607165194016,1.0834101620227519,0.03750155572013547,0.9960219780948639,0.004163762405719793,9.728088041767478
complex_room,4,perception_aware,5,0.8,0.107562789482604,0.08354576112232562,0.0625287745505808,0.01834508169187945,0.01743425426015462,0.01200052898886117,0.9996138595150266,0.00023836571126586973,8.897080800170079
corridor,0,scan_only,5,0.4,3.718102036358448,2.988279833706637,6.081039987282246,1.8851835009262914,1.5217639626544937,3.118266799545418,0.9966090631849964,0.0017606863588282185,10.407690175063909
corridor,1,scan_only,5,0.2,2.7588842976623296,1.3700904511995595,3.4415073967494174,2.5052877459743637,1.2525484754544924,3.1327379158845186,0.9966817428568187,0.0011611874689411614,11.436413833592088
