map_name,pose_id,method,n_runs,success_rate,mean_position_error,std_position_error,median_position_error,mean_theta_error,std_theta_error,median_theta_error,mean_best_fitness,std_best_fitness,mean_runtime_seconds
simple_room,0,perception_aware,50,0.46,3.8782635857997096,3.5504451795095675,7.096572171141283,1.68451719647209,1.5446159146431333,3.0847650125001693,0.9989676712269729,0.0008898533424724143,13.679475327540422
simple_room,1,perception_aware,50,0.92,0.20058697513230112,0.5778857775649042,0.03157977952688043,0.2406658194805902,0.777874289042903,0.009186011843642206,0.9988855602298335,0.0023910953835830457,17.38183350083971
simple_room,2,perception_aware,50,0.98,0.05931964026432625,0.23661453000151775,0.022445414344328854,0.07027099392513661,0.42112544465807017,0.00808788558981055,0.9993642997040061,0.0016553532037245405,18.35302755161945
simple_room,3,perception_aware,50,0.68,1.6242257098369342,2.2969902018481596,0.06162509701014046,1.0071245358502936,1.4532861429324693,0.01397519878591913,0.9986561788626078,0.001670738391260953,18.59123444332101
simple_room,4,perception_aware,50,0.54,2.8548113260662715,3.042733888589205,0.09361585110452314,1.4423569809448933,1.5452342327675044,0.029032896876326708,0.9988283094893399,0.0008608050486167679,13.12349495582108
complex_room,0,perception_aware,50,0.6,1.9342265727463268,2.345836548869773,0.06884179863691896,0.858035600418974,1.0900691273526675,0.02525500933309255,0.996838709266926,0.0035857405812255373,10.116888571681047
complex_room,1,perception_aware,50,0.58,1.1003960025167614,1.5089024292246596,0.07857495693905867,1.1738534307619148,1.4235506362884975,0.04632973139940688,0.9966817775672026,0.003348434775582904,9.71267425086029
complex_room,2,perception_aware,50,0.34,2.138956059746304,1.592799001753256,3.078697187139762,1.0669132158313333,0.9626130697907085,1.0775328088861356,0.9967754494655345,0.0018388303772199621,8.557200290901237
complex_room,3,perception_aware,50,0.26,2.2821956341484637,1.4547311676553252,2.6039719872068536,1.2439120159543513,1.0501300270201193,1.013487079889206,0.9944684193181405,0.0034038716445690276,10.120985757599119
complex_room,4,perception_aware,50,0.82,0.15050515674544382,0.2715535824481114,0.053132681852529604,0.47566976280028117,1.0465685335564365,0.020498959872207623,0.9993613878935931,0.0010505447651464016,9.304839404179656
corridor,0,perception_aware,50,0.5,2.581235964618864,2.739923646805121,0.5923117789313898,1.32508245227911,1.4802975062328834,0.08565495483107921,0.9973362945136097,0.0022705350843528066,10.931183465820213
corridor,1,perception_aware,50,0.56,1.4284264682195207,1.6099772175435256,0.07563188689438058,1.3774985181991353,1.5433186377333385,0.020239253722473816,0.9981736899713192,0.00153234549098998,11.997762524179707
corridor,2,perception_aware,50,0.76,0.1515474689905918,0.23113386365296004,0.03193521907102187,0.7596085444978721,1.3309714993041815,0.010893263509342832,0.9991372991549069,0.0009376666804836049,12.366702870841255
corridor,3,perception_aware,50,0.7,0.6849357775519138,1.0022631143376715,0.029624059324046114,0.9459299099668316,1.4298501962087768,0.012331424510551248,0.9989635259610289,0.0010485164838432797,12.160707445860025
corridor,4,perception_aware,50,0.58,1.9635406593632323,2.401369680816978,0.09831450924935362,1.202717284963458,1.4984154242881136,0.02998751683220302,0.998088164546408,0.0017036015962677983,11.301118006658799
