map_name,n_runs,success_rate,mean_position_error,std_position_error,median_position_error,mean_theta_error,std_theta_error,median_theta_error,mean_best_fitness,std_best_fitness,mean_runtime_seconds
simple_room,400,0.7275,1.688760234986213,2.7775222442075753,0.04318491070512455,0.8544398447008654,1.3794624369504516,0.01125571288807059,0.9990811366023064,0.0014810004349008951,15.923867711482599
easy_room,150,0.6466666666666666,1.7093146640685393,2.5014369160472945,0.06275188406371111,1.0611255727576137,1.4445577256604176,0.02011327722797529,0.9979316158617663,0.0027610269786206955,12.190388455546344
medium_room,390,0.5282051282051282,1.8911438682503228,2.030790844506683,0.15950803122523702,1.089933439515915,1.260876384183569,0.05914678476341573,0.9951833656267223,0.004607168454651248,12.246606733410124
complex_room,690,0.5579710144927537,1.452398714441102,1.8478962978186755,0.09710105616004255,0.8394790594177378,1.0762894549734123,0.03960030718485408,0.9971499790692806,0.0030867120686129254,9.610740350194037
corridor,690,0.6507246376811594,1.4014278147796264,2.197910884221474,0.04405139811212762,1.0735462998184235,1.470398208233477,0.01722291091401651,0.9985317742298954,0.0014867954406906003,11.868490737998894
