experiment,map_name,method,pose_id,seed,num_beams,true_x,true_y,true_theta,estimated_x,estimated_y,estimated_theta,best_fitness,position_error,theta_error,success,runtime_seconds,population_size,generations,tournament_size,sigma_xy,sigma_theta
perception_ablation,medium_room,perception_aware,4,0,32,7.6,2.8,-2.6,3.4668691523957413,5.564819118257178,-0.8899198400041421,0.9952130164856345,4.972624594728451,1.710080159995858,False,6.111065666889772,100,40,3,0.35,0.25
perception_ablation,complex_room,scan_only,0,0,32,1.0,1.6,0.0,6.28493506723128,4.859400917132369,-1.5470966008496538,0.9973888671142968,6.2092055050106225,1.5470966008496538,False,4.472604375099763,100,40,3,0.35,0.25
perception_ablation,complex_room,scan_only,1,0,32,2.8,3.0,0.9,2.8228245890108727,3.0486987141782786,0.8895294809659563,0.9999664073785022,0.053782214775266915,0.010470519034043946,True,4.177023416850716,100,40,3,0.35,0.25
perception_ablation,complex_room,scan_only,2,0,32,4.8,1.5,-1.2,6.969497585616647,3.0660307425764226,2.4997250531712996,0.9978164968689609,2.6756629198557365,2.583460254008287,False,4.724371291929856,100,40,3,0.35,0.25
perception_ablation,complex_room,scan_only,3,0,32,2.5,5.0,2.0,0.8849319795210421,2.3252535284870803,-2.789373783250738,0.999518200992178,3.1245341088944176,1.4938115239288479,False,4.079023665981367,100,40,3,0.35,0.25
perception_ablation,complex_room,scan_only,4,0,32,6.8,3.0,-2.4,6.839794528911222,2.9582011329488953,-2.4183713409666097,0.9999726569976602,0.057712648683126755,0.01837134096660975,True,4.308701917063445,100,40,3,0.35,0.25
perception_ablation,complex_room,perception_aware,0,0,32,1.0,1.6,0.0,7.316893582437897,2.4407328328222113,1.5445009739792885,0.993319157788271,6.372595721370559,1.5445009739792885,False,5.146971166133881,100,40,3,0.35,0.25
perception_ablation,complex_room,perception_aware,1,0,32,2.8,3.0,0.9,6.962769056228634,2.49867715765772,-2.171665356619712,0.9980434689317808,4.192847577452437,3.071665356619712,False,4.109473875025287,100,40,3,0.35,0.25
perception_ablation,complex_room,perception_aware,2,0,32,4.8,1.5,-1.2,6.7322521743250885,2.876255572052879,2.376864620172103,0.9970000024462006,2.372272721419405,2.7063206870074836,False,4.901870792033151,100,40,3,0.35,0.25
perception_ablation,complex_room,perception_aware,3,0,32,2.5,5.0,2.0,2.421969491771177,4.924931305031346,2.018398362618044,0.9987964167398288,0.10827774092003055,0.01839836261804395,True,4.277037249878049,100,40,3,0.35,0.25
perception_ablation,complex_room,perception_aware,4,0,32,6.8,3.0,-2.4,4.871633148573752,3.0286397637747835,-0.29598673638694795,0.9974849884379126,1.9285795160554458,2.1040132636130515,False,4.2838182910345495,100,40,3,0.35,0.25
perception_ablation,corridor,scan_only,0,0,32,1.0,3.0,0.0,7.220809959759483,2.8655752827794303,3.0988211265252326,0.99986017580354,6.222262173843417,3.098821126525232,False,5.850077542010695,100,40,3,0.35,0.25
perception_ablation,corridor,scan_only,1,0,32,2.4,3.0,0.0,5.888884524671574,2.8798391414975755,3.1336188640486706,0.9998836072988377,3.4909531446882576,3.133618864048671,False,5.743330582976341,100,40,3,0.35,0.25
perception_ablation,corridor,scan_only,2,0,32,3.8,3.0,0.0,4.384251341216545,2.9115137028914653,-3.1273523817685933,0.9999062587882386,0.5909140838474841,3.1273523817685933,False,5.74010462500155,100,40,3,0.35,0.25
perception_ablation,corridor,scan_only,3,0,32,5.2,3.0,3.14,3.0509808030907193,2.888532991862876,0.012869205710679687,0.9998961045453871,2.151908084140132,3.1271307942893203,False,5.559642291860655,100,40,3,0.35,0.25
perception_ablation,corridor,scan_only,4,0,32,6.6,3.0,3.14,6.57069161210712,2.9461024393703106,3.0889693429141905,0.9991437026236109,0.06135086505266701,0.05103065708580967,True,5.697259375127032,100,40,3,0.35,0.25
perception_ablation,corridor,perception_aware,0,0,32,1.0,3.0,0.0,7.203992328091441,2.8339253766717505,3.119058495999626,0.9977819182266419,6.206214755189436,3.119058495999626,False,5.864846874959767,100,40,3,0.35,0.25
perception_ablation,corridor,perception_aware,1,0,32,2.4,3.0,0.0,5.766250005953374,2.8950028954070817,3.141340866567284,0.9975378108874274,3.367887096467752,3.141340866567284,False,6.115881166886538,100,40,3,0.35,0.25
perception_ablation,corridor,perception_aware,2,0,32,3.8,3.0,0.0,4.3689313651393284,2.884718883755168,-3.106150516851183,0.9981253306041564,0.5804934401024309,3.106150516851183,False,5.71918374998495,100,40,3,0.35,0.25
perception_ablation,corridor,perception_aware,3,0,32,5.2,3.0,3.14,5.165646329544281,3.0340854284968053,-3.138880932265773,0.9995457671089946,0.048394122676115876,0.0043043749138131915,True,5.84046629187651,100,40,3,0.35,0.25
perception_ablation,corridor,perception_aware,4,0,32,6.6,3.0,3.14,6.630190653526084,2.9845288576666364,3.1245101274794154,0.999803696605603,0.033923912000700135,0.015489872520584758,True,5.903552624862641,100,40,3,0.35,0.25
