experiment,config_id,map_name,method,pose_id,seed,true_x,true_y,true_theta,estimated_x,estimated_y,estimated_theta,best_fitness,position_error,theta_error,success,scan_error,feature_error,combined_error,scan_contribution,perception_contribution,runtime_seconds,population_size,generations,elite_size,tournament_size,crossover_rate,mutation_rate,sigma_xy,sigma_theta,fov_deg,num_beams,max_range_m,noise_std_m,angular_resolution_deg,perception_weight,final_best_history,final_mean_history
experiment_1_perception_ablation,default,easy_room,perception_aware,1,6,2.5,2.2,1.0,5.482109284815696,5.31401823601208,-1.9734753907043534,0.9959784018490282,4.311622126392776,2.9734753907043534,False,0.0046609157986110894,0.0025839854952706305,0.004037836707608952,0.0032626410590277624,0.0007751956485811891,12.16823008400388,100,40,3,3,0.9,0.8,0.35,0.25,360.0,72,8.0,0.0,5.070422535211268,0.3,0.9959784018490282,0.9808506574728451
experiment_1_perception_ablation,default,easy_room,perception_aware,1,7,2.5,2.2,1.0,5.419192506788132,5.347759452241161,-1.9617219464580615,0.9960842911385879,4.293026259046356,2.9617219464580615,False,0.004663628472222201,0.002221873271494843,0.003931101912003993,0.0032645399305555405,0.000666561981448453,12.220363208005438,100,40,3,3,0.9,0.8,0.35,0.25,360.0,72,8.0,0.0,5.070422535211268,0.3,0.9960842911385879,0.9805896232362891
experiment_1_perception_ablation,default,easy_room,perception_aware,1,8,2.5,2.2,1.0,3.5877420139248164,3.076140951819643,-2.1329638369598363,0.9932382766167359,1.3967124458214888,3.1329638369598363,False,0.004979383680555522,0.011073956555728634,0.006807755543107455,0.003485568576388865,0.00332218696671859,12.145314207999036,100,40,3,3,0.9,0.8,0.35,0.25,360.0,72,8.0,0.0,5.070422535211268,0.3,0.9932382766167359,0.9813200511860661
experiment_1_perception_ablation,default,easy_room,perception_aware,1,9,2.5,2.2,1.0,2.4562731802118094,2.204198925262781,0.9926386049883257,0.9996320019286887,0.04392796082395944,0.007361395011674432,True,1.3020833333333256e-05,0.001196729868039621,0.0003681335437452195,9.114583333333278e-06,0.00035901896041188626,12.392799249995733,100,40,3,3,0.9,0.8,0.35,0.25,360.0,72,8.0,0.0,5.070422535211268,0.3,0.9996320019286887,0.9791654526480953
experiment_1_perception_ablation,default,easy_room,perception_aware,2,0,5.0,3.0,-0.5,5.004853867788963,2.985844669702217,-0.513840565480958,0.9999394470767511,0.014964404710915445,0.013840565480958134,True,1.573350694444438e-05,0.0001651437842210736,6.055659012743315e-05,1.1013454861111065e-05,4.954313526632208e-05,11.777653208002448,100,40,3,3,0.9,0.8,0.35,0.25,360.0,72,8.0,0.0,5.070422535211268,0.3,0.9999394470767511,0.9829586848942788
experiment_1_perception_ablation,default,easy_room,perception_aware,2,1,5.0,3.0,-0.5,2.8869431515838344,4.26037160392022,2.6477514109410265,0.9914921823266798,2.4603954610198104,3.1354338962385597,False,0.007864040798611074,0.010253310603816847,0.008580821740172806,0.005504828559027752,0.003075993181145054,10.319537083996693,100,40,3,3,0.9,0.8,0.35,0.25,360.0,72,8.0,0.0,5.070422535211268,0.3,0.9914921823266798,0.9782396200172389
experiment_1_perception_ablation,default,easy_room,perception_aware,2,2,5.0,3.0,-0.5,5.014211586232976,2.9876367346996884,-0.5189488264209065,0.9999578335506526,0.018836653422070825,0.01894882642090634,True,2.3328993055555438e-05,8.612644097685344e-05,4.216822743194484e-05,1.6330295138888807e-05,2.5837932293056032e-05,12.13446658301109,100,40,3,3,0.9,0.8,0.35,0.25,360.0,72,8.0,0.0,5.070422535211268,0.3,0.9999578335506526,0.9820446731219638
experiment_1_perception_ablation,default,easy_room,perception_aware,2,3,5.0,3.0,-0.5,5.050561571025569,2.996092595823827,-0.5278098620156628,0.9997896319758788,0.05071232859936176,0.027809862015662823,True,6.022135416666637e-05,0.0005608578007393009,0.00021041228813845672,4.2154947916666456e-05,0.00016825734022179027,12.01924437499838,100,40,3,3,0.9,0.8,0.35,0.25,360.0,72,8.0,0.0,5.070422535211268,0.3,0.9997896319758788,0.9799609250238366
experiment_1_perception_ablation,default,easy_room,perception_aware,2,4,5.0,3.0,-0.5,5.020345568222246,2.9993452426016476,-0.502530466338769,0.9999135505378564,0.02035610113790857,0.0025304663387690773,True,1.03081597222222e-05,0.000264137414979261,8.645693629933383e-05,7.21571180555554e-06,7.924122449377829e-05,12.208106833000784,100,40,3,3,0.9,0.8,0.35,0.25,360.0,72,8.0,0.0,5.070422535211268,0.3,0.9999135505378564,0.9824062979639162
experiment_1_perception_ablation,default,easy_room,perception_aware,2,5,5.0,3.0,-0.5,4.9502014732269455,2.9941588461917417,-0.4654076731264793,0.999703588177205,0.05013992766826014,0.03459232687352065,True,0.00010742187499999957,0.0007376813210472158,0.00029649970881416446,7.519531249999969e-05,0.00022130439631416475,11.889937250001822,100,40,3,3,0.9,0.8,0.35,0.25,360.0,72,8.0,0.0,5.070422535211268,0.3,0.999703588177205,0.9837126521429453
