map_name,n_runs,success_rate,mean_position_error,std_position_error,median_position_error,mean_theta_error,std_theta_error,median_theta_error,mean_best_fitness,std_best_fitness,mean_runtime_seconds
simple_room,100,0.74,1.679782824535256,2.8122333542206612,0.039531618132089615,0.8180058717939973,1.3661407333826283,0.008371368511466581,0.9993955231815914,0.0011576089094407118,15.385601329219499
easy_room,100,0.64,1.6825291936230038,2.4578125245518105,0.0649538136871805,1.0656904147554749,1.44336379452522,0.018778375874992204,0.9978901120030929,0.0028571691285149245,12.168293265409739
medium_room,100,0.61,1.6026267509470025,2.0118771742738994,0.061598514630900526,0.8468267111474593,1.1644709863141414,0.027257246570903337,0.9963594904760668,0.004295680492323564,10.874865990790276
complex_room,100,0.47,1.8232531099142704,2.0521673888879564,0.34387879770083496,1.0379653594128688,1.1453838465283692,0.5636621634052512,0.9966918587032159,0.003210675643536341,9.142528039619355
corridor,100,0.62,1.3875710472488507,2.08339275850961,0.051869842330265564,1.1961876867214303,1.5123206231444843,0.020745624787567918,0.9989027052341649,0.0011354611167478882,11.368173638760782
