method,n_runs,success_rate,mean_position_error,std_position_error,median_position_error,mean_theta_error,std_theta_error,median_theta_error,mean_best_fitness,std_best_fitness,mean_runtime_seconds
scan_only,250,0.564,1.7976537025169816,2.3336034815019926,0.06845826532954208,1.1385040040594294,1.3813445679268637,0.024630537117126705,0.9979495248011704,0.0030039577451091357,11.694755673811946
perception_aware,2070,0.6217391304347826,1.5406639042296855,2.2005721617294736,0.055477853965726714,0.9475267208035214,1.3061552897931519,0.02222047488240375,0.9975733034737911,0.003109975252392641,12.015102662490374
